Name,IP,K/9,BB/9,HR/9,BABIP,GB%,HR/FB,GB/FB,ERA,xERA,ERA-,SIERA,FIP,xFIP,FIP-,xFIP-,WAR,AVG,WHIP,WPA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,K%,BB%,playerid
Kris Bubic,110,8.26,4.42,1.72,0.297,46.30%,20.80%,1.47,4.99,5.61,112,4.75,5.44,4.6,129,107,-0.1,0.261,1.49,-0.88,28.30%,66.50%,44.60%,64.60%,85.50%,77.90%,42.70%,54.80%,9.90%,21.00%,11.20%,21455
Dillon Tate,57.2,7.02,3.28,0.94,0.281,57.40%,13.00%,2.2,4.99,4.41,115,4.14,4.41,4.48,99,104,0.3,0.243,1.3,-1.21,28.70%,63.70%,44.50%,69.00%,85.10%,79.40%,45.30%,60.40%,9.20%,18.00%,8.40%,17796
Eduardo Rodriguez,142.1,10.43,2.53,1.2,0.358,42.10%,13.50%,1.19,5,3.67,110,3.65,3.46,3.49,82,82,3.2,0.275,1.38,-0.85,33.60%,70.80%,48.90%,65.00%,84.20%,76.40%,41.20%,64.00%,11.50%,27.10%,6.60%,13164
Kolby Allard,111.2,7.25,2.01,2.01,0.261,37.30%,17.00%,0.89,5,5.05,115,4.45,5.21,4.65,123,108,-0.1,0.25,1.22,-1.13,28.90%,71.30%,48.50%,72.20%,87.60%,82.70%,46.30%,60.60%,8.40%,19.10%,5.30%,18694
Josh Fleming,100.2,5.63,2.68,0.98,0.292,55.50%,13.10%,2.18,5.01,4.66,120,4.53,4.31,4.38,104,102,0.6,0.266,1.35,-0.21,38.30%,68.30%,48.90%,75.00%,90.90%,82.90%,35.40%,61.60%,8.40%,14.60%,6.90%,20418
Tommy Nance,23.1,10.03,3.86,1.54,0.204,54.40%,25.00%,1.94,5.01,3.78,121,3.59,4.71,3.7,113,87,-0.1,0.179,1.07,-0.01,27.70%,59.80%,42.60%,61.50%,84.70%,76.70%,46.60%,56.30%,9.90%,27.10%,10.40%,19178
Josh Osich,14.1,5.65,3.14,2.51,0.262,56.50%,30.80%,2,5.02,3.43,118,4.5,6.58,4.57,152,108,-0.4,0.273,1.4,-0.56,27.90%,70.50%,45.50%,68.40%,91.00%,82.90%,41.10%,55.00%,7.80%,15.00%,8.30%,11528
Braxton Garrett,34,8.47,5.29,0.79,0.382,38.40%,11.10%,1.41,5.03,6.23,128,5.15,4.37,4.63,107,110,0.2,0.307,1.82,-0.33,28.40%,69.20%,44.20%,67.60%,85.80%,78.70%,38.70%,64.20%,9.40%,20.10%,12.60%,21844
Hoby Milner,19.2,11.9,1.37,2.75,0.407,25.40%,27.30%,0.68,5.03,6.31,120,2.92,5.25,3.27,125,77,-0.1,0.326,1.58,0.05,34.00%,59.40%,46.30%,57.80%,90.40%,78.00%,48.20%,71.40%,10.20%,28.60%,3.30%,13346
Cam Bedrosian,19.2,8.69,5.49,2.29,0.309,33.30%,20.00%,0.8,5.03,6.72,119,4.93,6.37,5.32,149,125,-0.2,0.278,1.73,0.04,29.40%,65.30%,44.70%,57.60%,90.80%,78.30%,42.70%,53.80%,9.70%,20.90%,13.20%,13360
Andre Scrubb,19.2,9.61,6.41,2.29,0.217,31.40%,19.20%,0.62,5.03,6.85,121,5.03,6.47,5.52,154,128,-0.3,0.208,1.47,0.26,25.30%,54.90%,36.40%,58.90%,86.30%,74.40%,37.60%,48.80%,9.30%,24.40%,16.30%,20329
Hansel Robles,60.2,10.09,5.04,1.19,0.309,44.60%,13.80%,1.21,5.04,5.36,114,4.24,4.56,4.55,107,106,-0.2,0.241,1.47,0.95,29.40%,73.40%,48.70%,72.30%,82.00%,78.70%,43.80%,55.10%,10.40%,25.50%,12.70%,11801
Tyler Kinley,60.2,9.05,3.56,1.63,0.258,37.30%,14.90%,0.85,5.04,4,106,4.06,4.79,4.61,108,109,0.1,0.225,1.25,0.13,31.10%,75.80%,50.00%,55.40%,84.20%,73.80%,42.30%,59.10%,13.10%,23.70%,9.30%,18297
Mike Minor,158.2,8.45,2.33,1.47,0.29,38.40%,13.40%,0.93,5.05,4.44,114,4.2,4.28,4.33,102,101,2.3,0.25,1.24,-0.99,33.70%,69.40%,48.40%,66.50%,85.80%,77.90%,41.20%,61.10%,10.70%,22.30%,6.10%,10021
Dennis Santana,46.1,7.19,5.63,0.78,0.309,51.10%,10.00%,1.75,5.05,5.58,120,5.17,4.76,5.17,113,121,-0.2,0.26,1.62,-0.13,32.60%,69.10%,46.30%,62.20%,85.20%,75.10%,37.70%,58.40%,11.50%,17.70%,13.90%,17878
Caleb Smith,105,10.03,5.14,1.54,0.26,28.10%,12.50%,0.54,5.06,4.29,120,4.69,5.05,5.26,120,125,0.2,0.218,1.4,-0.79,28.10%,68.80%,45.60%,67.30%,80.80%,76.10%,42.90%,56.70%,10.90%,25.10%,12.90%,14875
Keone Kela,10.2,10.97,2.53,2.53,0.276,43.80%,23.10%,1.08,5.06,3.86,125,3.27,5.23,3.74,125,88,-0.1,0.244,1.31,-0.8,28.80%,55.40%,40.90%,65.60%,86.30%,78.30%,45.30%,56.30%,8.90%,27.10%,6.30%,14696
Patrick Murphy,21.1,9.28,3.38,0.84,0.365,50.80%,13.30%,2.2,5.06,4.92,117,3.74,4.01,4.04,96,94,0.1,0.287,1.55,-0.55,28.60%,67.90%,45.40%,57.40%,88.00%,76.90%,42.70%,47.50%,10.50%,22.20%,8.10%,19712
Brooks Raley,42.2,12.02,2.95,1.05,0.333,44.70%,17.20%,1.59,5.06,3.91,121,2.92,3.21,2.9,77,68,0.7,0.238,1.24,-0.54,33.60%,66.00%,46.90%,56.80%,78.70%,69.40%,41.00%,63.00%,14.30%,31.50%,7.70%,10061
Anthony Castro,21.1,12.23,2.95,1.27,0.333,50.90%,15.00%,1.45,5.06,3.31,114,2.99,3.68,3.52,90,82,0.2,0.244,1.31,-0.9,33.50%,60.40%,43.80%,59.00%,84.90%,72.70%,38.30%,50.00%,11.90%,30.20%,7.30%,19789
Chris Paddack,108.1,8.22,1.83,1.25,0.311,42.90%,12.90%,1.22,5.07,4.69,125,4.05,3.77,3.88,90,92,1.8,0.264,1.26,-1.45,32.20%,69.70%,49.20%,69.90%,81.40%,77.30%,45.30%,63.60%,11.20%,21.60%,4.80%,20099
Ryan Borucki,19.1,9.31,4.19,1.86,0.196,59.20%,28.60%,2.07,5.12,4.79,115,3.84,5.18,3.78,127,88,-0.2,0.186,1.14,0.59,31.30%,57.30%,42.30%,49.10%,90.70%,73.10%,42.70%,55.70%,11.40%,25.30%,11.40%,16350
Demarcus Evans,26.1,11.28,5.47,1.37,0.303,18.80%,10.00%,0.33,5.13,3.64,118,4.44,4.57,5.3,108,123,0,0.233,1.52,-0.79,29.60%,74.00%,46.90%,60.60%,82.10%,73.90%,39.10%,54.20%,12.30%,27.50%,13.30%,21087
Lucas Sims,40.1,14.5,4.02,1.34,0.316,24.10%,15.00%,0.5,5.13,2.95,120,2.77,3.51,3.34,80,79,0.8,0.207,1.21,0.45,32.70%,59.00%,42.80%,50.70%,78.70%,65.50%,38.30%,55.80%,14.80%,37.80%,10.50%,13470
Sean Guenther,14,7.07,3.86,0.64,0.326,43.50%,6.30%,1.25,5.14,4.59,130,4.74,3.81,4.91,93,116,0.1,0.276,1.57,0,35.60%,66.70%,47.20%,63.50%,91.40%,78.20%,37.30%,65.60%,10.30%,17.20%,9.40%,20045
Tanner Scott,54,11.67,6.17,1,0.318,51.10%,17.10%,2,5.17,4.63,119,4.17,4.4,4.11,99,96,0.3,0.231,1.57,-0.91,29.20%,66.60%,43.50%,34.90%,85.20%,64.40%,38.30%,55.40%,15.50%,27.90%,14.70%,17586
Daniel Castano,17.1,5.19,3.63,1.56,0.298,39.70%,15.80%,1.21,5.19,7.92,132,5.63,5.64,5.34,138,127,-0.1,0.286,1.56,-0.42,28.90%,72.10%,49.50%,69.80%,91.80%,85.10%,47.70%,51.30%,7.40%,12.80%,9.00%,19805
Dan Winkler,39.2,9.08,6.81,1.13,0.255,44.50%,12.80%,1.26,5.22,4.79,126,5.21,5.73,5.85,138,139,-0.5,0.212,1.56,-0.12,39.10%,69.60%,48.00%,74.30%,77.50%,75.70%,29.20%,57.40%,11.70%,21.10%,15.80%,12237
Jake Faria,31,8.71,3.48,0.87,0.343,39.40%,7.30%,0.95,5.23,4.14,124,4.43,3.84,4.94,91,117,0.4,0.28,1.58,-0.83,23.50%,66.90%,42.30%,61.70%,84.70%,77.40%,43.30%,50.70%,9.50%,20.50%,8.20%,13699
Sean Reid-Foley,20.2,11.32,3.92,1.31,0.352,35.70%,14.30%,0.95,5.23,4.08,132,3.58,3.84,3.76,92,89,0.1,0.265,1.5,0.06,26.20%,73.30%,46.60%,60.00%,78.80%,72.80%,43.40%,53.30%,12.70%,28.30%,9.80%,17034
Paul Blackburn,22.1,6.04,2.01,1.61,0.347,51.30%,18.20%,1.82,5.24,4.88,126,4.56,4.95,4.38,119,102,0.1,0.319,1.57,-0.07,24.60%,64.80%,39.70%,77.60%,93.50%,87.30%,37.60%,57.00%,5.00%,15.00%,5.00%,14739
Jakob Junis,39.1,9.38,2.75,1.6,0.333,41.70%,16.70%,1.14,5.26,5.76,119,3.91,4.31,3.89,102,91,0.5,0.276,1.4,-0.3,30.90%,62.50%,44.80%,58.30%,87.90%,76.50%,44.20%,56.50%,10.50%,24.40%,7.10%,13619
Kohl Stewart,13.2,7.24,3.95,1.32,0.349,52.30%,16.70%,1.92,5.27,5.8,128,4.83,5.21,4.87,125,115,0,0.304,1.68,-0.4,24.10%,69.60%,41.80%,62.90%,90.60%,80.80%,38.80%,53.10%,8.00%,17.20%,9.40%,15502
Ryan Yarbrough,138.1,6.9,1.69,1.43,0.303,36.00%,12.50%,0.91,5.27,4.5,126,4.49,4.43,4.63,107,108,1.3,0.273,1.29,-1.3,35.40%,67.60%,48.40%,73.70%,86.10%,80.70%,40.20%,64.60%,9.30%,17.90%,4.40%,16502
Camilo Doval,15.1,12.91,4.7,2.35,0.294,47.40%,26.70%,1.2,5.28,3.31,131,3.41,5.45,3.8,135,90,-0.3,0.233,1.43,-0.85,28.10%,59.00%,41.00%,41.70%,88.90%,70.00%,41.60%,55.10%,12.30%,31.90%,11.60%,21992
Rex Brothers,49.1,13.5,5.84,1.46,0.283,34.60%,16.30%,0.76,5.29,4.63,128,3.66,4.52,4.18,108,99,-0.1,0.199,1.38,-0.63,28.70%,68.20%,43.10%,46.40%,80.80%,66.20%,36.40%,48.60%,14.50%,33.90%,14.70%,9794
Erick Fedde,117,8.62,3.38,1.46,0.312,49.00%,17.60%,1.56,5.31,4.92,125,4.37,4.56,4.1,106,97,1.2,0.265,1.44,-1.63,28.30%,67.50%,44.10%,69.00%,87.80%,80.60%,40.20%,62.90%,8.60%,21.60%,8.50%,17425
Matt Andriese,42.1,9.14,2.34,1.49,0.392,42.20%,14.90%,1.21,5.31,5.5,117,3.72,4.27,4.1,101,96,0,0.322,1.63,-1.82,30.90%,71.10%,48.10%,68.90%,88.90%,81.60%,42.70%,60.30%,8.90%,22.20%,5.70%,12022
Dallas Keuchel,145.1,5.39,3.1,1.49,0.291,55.00%,19.70%,2.21,5.33,6.11,124,4.89,5.27,4.62,121,108,0.4,0.277,1.45,-1.39,32.90%,66.10%,44.30%,72.20%,87.50%,80.00%,34.20%,59.50%,8.80%,13.70%,7.80%,9434
Joe Smith,35.1,7.39,2.04,1.27,0.354,44.30%,14.70%,1.5,5.35,3.67,128,4,4.29,4.17,102,97,0.1,0.306,1.5,-0.29,33.60%,68.60%,49.50%,66.70%,91.50%,82.30%,45.40%,66.50%,8.80%,18.40%,5.10%,3281
JT Brubaker,124.1,9.34,2.75,2.03,0.284,42.80%,22.40%,1.22,5.36,4.63,130,4.04,5.15,4.01,123,95,0.3,0.251,1.29,-1.11,31.20%,69.70%,47.10%,55.50%,86.70%,74.50%,41.20%,61.70%,12.00%,24.00%,7.10%,17578
Ryan Weathers,85.2,6.72,2.84,2,0.293,44.70%,20.00%,1.23,5.36,5.58,133,4.73,5.6,4.69,134,111,-0.3,0.277,1.39,-0.94,23.70%,70.00%,44.20%,75.40%,87.70%,84.00%,44.20%,55.00%,7.10%,17.70%,7.50%,23796
Michael Wacha,105.2,8.86,2.21,1.87,0.329,38.50%,19.30%,1.09,5.37,5.95,129,4,4.72,3.94,114,92,0.8,0.283,1.39,-0.94,35.90%,74.60%,53.20%,66.50%,85.90%,78.60%,44.60%,68.90%,11.40%,22.80%,5.70%,14078
Daniel Lynch,57,7.42,3.95,1.26,0.333,39.10%,11.30%,1.01,5.37,6.11,121,5.09,4.71,5.1,111,119,0.6,0.289,1.61,-0.28,30.90%,72.70%,47.90%,53.50%,88.20%,74.90%,40.80%,56.60%,12.00%,18.20%,9.70%,21537
Brad Keller,133.2,8.08,4.31,1.21,0.347,47.80%,14.90%,1.65,5.39,6.51,121,4.84,4.71,4.57,112,107,1.1,0.292,1.66,-1.5,28.00%,68.00%,44.50%,64.50%,88.30%,79.50%,41.20%,59.40%,9.10%,19.60%,10.40%,15734
Zach Davies,141.2,6.92,4.45,1.52,0.295,43.00%,16.70%,1.29,5.4,6.27,131,5.32,5.41,5.02,130,119,0,0.268,1.55,-1.86,28.80%,69.30%,43.00%,68.40%,86.60%,78.70%,35.10%,52.40%,9.20%,17.20%,11.10%,13183
Zack Burdi,10,6.3,4.5,2.7,0.313,31.40%,16.70%,0.61,5.4,6.68,126,5.56,7.76,7.07,177,164,-0.2,0.31,1.8,-0.04,27.40%,77.50%,47.50%,58.60%,78.20%,71.40%,40.10%,59.20%,13.60%,14.30%,10.20%,19159
Burch Smith,43.1,5.82,2.28,1.04,0.308,36.50%,8.30%,0.9,5.4,4.59,130,4.74,4.2,5.17,101,120,0.1,0.278,1.38,-0.67,24.50%,73.70%,48.20%,77.90%,86.70%,84.40%,48.20%,61.20%,7.50%,14.90%,5.90%,12784
Yennsy Diaz,25,7.56,4.32,1.8,0.274,32.50%,13.20%,0.66,5.4,4.38,137,4.96,5.64,5.75,136,136,-0.2,0.253,1.48,-0.13,24.20%,69.80%,44.50%,70.00%,83.50%,79.40%,44.50%,53.60%,9.20%,18.80%,10.70%,20218
Jordan Hicks,10,9,9,0,0.208,70.80%,0.00%,4.25,5.4,3.36,134,5.8,4.16,4.87,100,115,0,0.147,1.5,0.08,27.10%,56.80%,37.70%,72.20%,85.70%,79.50%,35.70%,43.20%,7.70%,22.70%,22.70%,19618
Jordan Lyles,155.2,7.17,2.89,2.08,0.299,35.20%,17.70%,0.84,5.43,5.65,125,4.83,5.6,4.91,132,114,-0.4,0.28,1.44,-1.87,30.80%,72.20%,48.20%,63.10%,87.40%,78.30%,41.90%,58.60%,10.40%,18.40%,7.40%,7593
Sam Clay,44.2,6.65,4.23,0.81,0.333,60.30%,13.30%,3.03,5.44,4.69,128,4.38,4.6,4.63,107,110,0,0.288,1.66,-0.89,27.50%,66.50%,43.80%,65.90%,89.40%,80.80%,41.70%,51.00%,8.40%,15.70%,10.00%,16279
Brandon Workman,28,8.04,6.75,1.29,0.372,44.30%,15.40%,1.5,5.46,7.25,125,5.42,5.48,5.28,130,123,-0.3,0.313,2.04,-0.03,25.70%,61.10%,40.00%,64.60%,85.80%,77.70%,40.40%,56.60%,8.90%,18.40%,15.40%,11428
Miles Mikolas,26.1,6.15,2.73,1.37,0.298,42.50%,12.50%,1.16,5.47,5.22,136,5.04,4.91,5.1,119,121,0.2,0.274,1.41,-0.82,33.20%,70.30%,49.80%,76.30%,90.50%,85.30%,44.70%,69.80%,7.30%,15.50%,6.90%,9803
Bryse Wilson,69,5.61,2.87,1.83,0.299,37.00%,15.90%,0.97,5.48,5.5,131,5.33,5.55,5.19,133,123,0,0.288,1.49,-1.36,33.90%,71.50%,50.60%,73.30%,87.60%,82.20%,44.30%,62.20%,9.00%,14.10%,7.20%,19990
Marcos Diplan,19.2,6.41,4.12,1.83,0.2,40.70%,13.80%,0.83,5.49,4.2,126,5.12,5.76,5.74,129,133,-0.1,0.205,1.22,-0.34,27.80%,65.50%,44.80%,74.00%,83.50%,80.30%,45.10%,54.90%,8.80%,17.10%,11.00%,17583
Daniel Bard,55.2,11.48,4.85,1.29,0.396,41.90%,17.00%,1.38,5.5,4.47,115,3.87,4.42,4.05,99,96,0.4,0.294,1.74,-1.29,29.70%,69.10%,46.80%,57.30%,81.10%,72.60%,43.40%,60.20%,12.80%,26.90%,11.40%,7115
Alex Claudio,32.2,8.27,4.13,1.65,0.32,52.00%,26.10%,2.3,5.51,4.75,128,4.17,5.09,3.96,117,92,-0.2,0.278,1.59,-0.58,32.50%,62.80%,42.60%,66.10%,86.20%,76.00%,33.40%,56.80%,10.20%,20.30%,10.10%,12890
David Peterson,66.2,9.32,3.92,1.49,0.306,49.20%,22.40%,1.8,5.54,5.88,140,4.27,4.77,3.93,115,93,0.4,0.253,1.4,-1.12,29.50%,70.80%,46.30%,60.90%,85.40%,76.10%,40.60%,58.20%,11.10%,24.00%,10.10%,20302
Mike Foltynewicz,130,6.3,2.28,2.35,0.258,36.20%,19.30%,0.85,5.54,5.36,127,4.94,6.13,5.14,145,120,-0.9,0.262,1.28,-0.86,27.40%,71.40%,47.10%,72.30%,88.20%,83.10%,44.80%,61.50%,8.00%,16.50%,6.00%,10811
Ben Rowen,11.1,6.35,1.59,2.38,0.265,37.80%,17.60%,0.82,5.56,4.29,129,4.43,6.25,5.48,144,127,-0.1,0.267,1.24,-0.06,21.00%,62.20%,41.40%,85.70%,86.90%,86.60%,49.50%,61.20%,5.60%,16.30%,4.10%,10983
Gabe Klobosits,11.1,3.97,3.97,0,0.317,42.50%,0.00%,0.89,5.56,3.59,131,5.93,3.87,6.85,90,163,0.2,0.283,1.59,-0.48,35.60%,77.60%,52.10%,73.80%,86.40%,81.20%,39.20%,65.40%,9.80%,9.60%,9.60%,19881
Carlos Carrasco,38.2,8.61,2.33,1.63,0.292,43.70%,17.10%,1.27,5.59,4.14,142,4.1,4.38,3.91,105,92,0.4,0.255,1.29,-0.8,35.10%,75.40%,51.60%,57.60%,87.20%,75.30%,40.90%,61.10%,12.70%,22.20%,6.00%,6632
Evan Marshall,27.1,8.56,2.96,1.65,0.315,40.80%,15.60%,0.97,5.6,3.46,131,3.95,4.63,4.33,106,101,0.1,0.269,1.35,-0.41,34.10%,67.90%,47.10%,67.00%,87.70%,78.50%,38.60%,54.90%,10.10%,23.00%,8.00%,12297
Sean Newcomb,27.1,12.51,7.24,0.33,0.373,40.30%,4.50%,1.23,5.6,4.41,132,4.48,3.49,4.45,83,105,0.3,0.245,1.76,-0.09,28.20%,72.50%,46.00%,62.20%,82.80%,75.30%,40.20%,52.30%,11.30%,29.20%,16.90%,16943
Griffin Canning,62.2,8.9,4.02,2.01,0.297,35.10%,18.40%,0.86,5.6,4.66,130,4.66,5.48,4.73,126,110,0.1,0.262,1.48,-1,31.70%,73.50%,49.20%,57.30%,80.60%,71.80%,41.70%,57.80%,13.80%,22.40%,10.10%,19867
Sean Nolin,17.2,8.15,2.04,2.04,0.393,31.00%,21.10%,0.95,5.6,4.59,132,4.39,5.31,4.28,124,101,0.1,0.342,1.7,-0.41,26.80%,75.50%,49.80%,65.90%,84.70%,79.40%,47.30%,58.50%,10.20%,19.50%,4.90%,11341
Hyeon-jong Yang,35.1,6.37,4.08,2.29,0.303,41.70%,22.00%,1.17,5.6,7.39,129,5.2,6.5,5.26,153,122,-0.4,0.294,1.64,-0.55,31.70%,72.40%,49.70%,70.50%,87.30%,81.30%,44.10%,56.90%,9.30%,15.60%,10.00%,27513
Jose Quijada,17.2,13.75,5.6,1.02,0.333,39.50%,13.30%,1,5.6,5.02,130,3.48,3.62,3.66,84,85,0.2,0.215,1.42,0.12,26.50%,66.20%,43.00%,55.60%,80.20%,71.30%,41.50%,53.20%,12.30%,35.10%,14.30%,19200
Anthony Kay,33.2,10.43,4.81,1.87,0.348,46.90%,26.90%,1.73,5.61,5.29,126,4.25,5.42,4.09,133,96,-0.1,0.281,1.66,0.03,30.80%,73.00%,47.60%,64.20%,85.70%,77.30%,39.90%,59.00%,10.80%,25.00%,11.50%,20387
Rafael Dolis,32,10.97,7.59,0.56,0.318,41.40%,6.30%,1.13,5.63,4.53,126,5.01,4.35,5.32,107,124,0,0.23,1.75,-0.87,24.10%,66.40%,40.80%,56.80%,83.50%,74.00%,39.50%,53.80%,10.60%,25.00%,17.30%,4185
Tyler Chatwood,32,10.69,5.91,0.56,0.3,50.00%,11.80%,2.41,5.63,4.5,128,4.26,3.94,4.08,97,95,0.1,0.217,1.47,-0.25,29.30%,63.80%,40.90%,53.90%,88.20%,71.90%,33.70%,49.70%,11.50%,26.20%,14.50%,4338
Junior Fernandez,20.2,6.53,6.53,0.87,0.354,43.90%,14.30%,2.07,5.66,6.19,141,5.67,5.15,5.09,124,121,-0.1,0.305,1.94,-0.1,29.10%,76.80%,47.30%,67.20%,73.40%,71.00%,38.20%,60.80%,13.70%,15.50%,15.50%,18496
Greg Holland,47.2,9.06,4.72,1.7,0.271,38.60%,16.70%,1,5.66,6.35,128,4.49,5.24,4.8,124,112,-0.4,0.237,1.47,-0.74,31.20%,68.60%,46.10%,59.30%,82.60%,73.10%,39.80%,54.20%,12.40%,22.20%,11.60%,7196
Nate Jones,19,6.63,5.68,3.32,0.17,33.30%,25.00%,0.71,5.68,6.11,140,5.69,8.53,6.36,206,151,-0.9,0.216,1.47,-0.28,28.90%,81.60%,52.10%,66.00%,78.40%,74.50%,44.00%,70.10%,13.30%,16.10%,13.80%,4696
Sam Long,39.1,8.69,3.43,1.14,0.277,37.60%,9.40%,0.83,5.72,4.14,142,4.41,4.26,5,105,119,0.2,0.232,1.3,-0.04,30.40%,69.00%,47.80%,65.50%,88.30%,80.40%,45.20%,60.10%,9.40%,22.00%,8.70%,25379
Junior Guerra,64.1,8.39,6.16,0.84,0.308,47.60%,9.70%,1.47,5.74,4.41,133,5.11,4.7,5.2,108,121,-0.1,0.251,1.66,-1.07,29.30%,65.50%,43.30%,59.30%,85.40%,74.60%,38.70%,49.30%,11.00%,20.10%,14.80%,5702
Erasmo Ramirez,26.2,6.75,1.69,1.35,0.253,37.30%,10.30%,0.79,5.74,3.64,130,4.24,4.29,4.94,98,115,0.1,0.233,1.09,-0.36,31.30%,71.00%,51.50%,78.30%,87.30%,84.70%,51.00%,63.30%,7.90%,18.30%,4.60%,10314
Bryan Abreu,36,9,4.5,1,0.31,48.10%,12.10%,1.52,5.75,4.75,138,4.3,4.36,4.54,104,106,0.1,0.25,1.47,-0.91,29.70%,71.80%,45.30%,51.90%,83.60%,70.50%,37.00%,42.20%,13.40%,22.40%,11.20%,16609
Nick Ramirez,20.1,6.2,3.1,0.89,0.309,45.70%,9.50%,1.52,5.75,3.83,142,4.64,4.1,4.66,98,110,0.1,0.274,1.48,0.3,30.90%,71.40%,48.10%,66.10%,88.40%,80.10%,42.40%,53.80%,9.60%,15.40%,7.70%,12575
Andrew Heaney,126.2,10.37,2.91,1.92,0.3,33.20%,17.50%,0.75,5.76,3.94,133,3.87,4.74,4.13,109,97,1.1,0.25,1.3,-1.84,35.80%,68.10%,48.50%,65.90%,80.90%,74.20%,39.50%,66.50%,12.50%,26.90%,7.60%,15423
Cesar Valdez,45.1,8.74,2.58,1.59,0.379,48.00%,20.50%,1.82,5.76,5.15,132,3.69,4.44,3.68,100,86,0.2,0.318,1.63,-0.76,41.20%,66.70%,52.00%,61.00%,82.10%,72.50%,42.50%,61.20%,14.30%,21.40%,6.30%,9013
Chase De Jong,43.2,8.04,3.92,2.27,0.302,30.10%,16.90%,0.63,5.77,6.47,140,5.06,6.03,5.4,144,128,-0.3,0.278,1.56,-0.9,27.90%,71.50%,46.80%,63.10%,88.40%,79.90%,43.50%,59.70%,9.40%,19.90%,9.70%,15036
Derek Holland,42,9.86,4.07,1.29,0.365,47.30%,14.60%,1.51,5.79,4.38,131,4,4.19,4.07,96,95,0.2,0.292,1.69,-0.47,30.00%,65.50%,46.60%,72.40%,81.70%,78.50%,46.90%,71.10%,10.00%,23.40%,9.60%,4141
Travis Lakins,28,7.71,5.46,1.29,0.247,40.50%,12.50%,1,5.79,5.22,133,5.16,5.23,5.41,117,126,-0.1,0.219,1.43,-0.61,25.30%,67.90%,44.30%,72.90%,81.60%,78.80%,44.70%,57.70%,9.40%,19.50%,13.80%,18600
Jose Urena,91.2,5.69,3.73,1.28,0.322,51.90%,14.90%,1.89,5.79,5.84,131,5.17,5.12,4.96,117,116,0.4,0.296,1.63,-1.93,30.30%,69.40%,46.10%,71.40%,88.80%,81.90%,40.20%,56.10%,8.30%,13.90%,9.10%,11589
Heath Hembree,49.1,13.68,4.01,1.82,0.28,22.70%,16.10%,0.4,5.84,3.16,137,3.05,4.22,3.82,97,90,0.3,0.205,1.22,0.34,32.90%,68.60%,47.20%,60.80%,84.50%,74.60%,40.10%,63.60%,12.00%,35.90%,10.50%,11632
Sal Romano,24.2,5.84,3.65,1.82,0.293,40.20%,13.20%,0.92,5.84,5.47,137,5.19,5.84,5.95,135,141,-0.3,0.282,1.58,-0.68,22.60%,67.60%,42.20%,81.10%,90.20%,87.50%,43.60%,52.60%,5.30%,14.00%,8.80%,13690
Phillips Valdez,40,7.88,4.28,0.9,0.277,57.90%,13.80%,2.28,5.85,4.66,129,4.29,4.66,4.65,110,108,-0.1,0.232,1.35,0.56,25.80%,66.30%,41.80%,69.20%,85.50%,79.40%,39.50%,54.20%,8.60%,19.80%,10.70%,15605
Sam Selman,20,6.75,4.05,1.35,0.2,24.10%,9.70%,0.45,5.85,5.26,138,5.31,5.71,6.52,136,153,-0.1,0.192,1.15,-0.54,29.20%,72.30%,47.40%,83.30%,85.80%,84.90%,42.30%,50.60%,7.10%,17.20%,10.30%,13397
Steven Brault,27.2,6.18,3.9,0.98,0.326,43.50%,8.80%,1.18,5.86,5.99,142,5.42,4.61,5.39,110,128,0.2,0.289,1.63,-0.28,32.40%,74.60%,48.40%,71.00%,88.70%,81.30%,38.00%,51.20%,9.00%,15.00%,9.40%,15291
Bailey Falter,27.2,10.73,1.3,1.63,0.333,36.40%,16.70%,0.93,5.86,3.56,141,2.88,3.78,3.36,87,79,0.3,0.264,1.19,0.38,28.60%,68.00%,47.40%,61.40%,83.70%,76.70%,47.90%,61.20%,11.10%,28.40%,3.40%,20070
Austin Voth,50.2,9.24,4.26,1.78,0.313,39.40%,20.80%,1.13,5.86,6.9,138,4.22,5.16,4.28,120,101,-0.2,0.264,1.48,-0.95,32.50%,72.70%,48.30%,64.60%,83.80%,75.90%,39.20%,59.20%,11.60%,23.90%,11.00%,15047
Tyler Zuber,23,8.61,5.87,1.96,0.254,29.70%,16.70%,0.63,5.87,8.11,132,5.13,6.16,5.66,146,132,-0.2,0.233,1.52,-0.31,23.80%,70.60%,43.30%,68.30%,79.50%,75.90%,41.70%,53.90%,10.40%,21.60%,14.70%,20379
Kohei Arihara,36.2,5.65,3.19,2.21,0.255,41.90%,19.60%,1.07,5.89,7.63,136,5.35,6.33,5.37,149,125,-0.4,0.261,1.36,-0.46,26.00%,67.40%,41.90%,67.00%,92.50%,82.80%,38.40%,50.30%,7.20%,14.60%,8.30%,27505
Zack Britton,18.1,7.85,6.87,0.98,0.313,68.00%,20.00%,3.4,5.89,3.59,136,5.08,5.45,5.01,124,117,-0.2,0.258,1.69,-0.98,33.50%,66.00%,43.20%,69.60%,89.40%,78.60%,29.80%,52.40%,9.20%,19.50%,17.10%,3240
John Brebbia,18.1,10.8,1.96,1.96,0.382,27.60%,15.40%,0.62,5.89,3.59,146,3.47,4.58,4.27,114,101,-0.1,0.309,1.58,-0.46,33.00%,77.80%,53.60%,81.40%,80.70%,80.90%,46.10%,71.30%,10.20%,25.30%,4.60%,12777
